Orthogroup	Duplications (all)	Duplications (50% support)
OG0001395	7	2
OG0001396	16	5
OG0001397	13	2
OG0001398	15	8
OG0001399	61	34
OG0001400	10	3
OG0001401	4	0
OG0001402	4	0
OG0001403	8	4
OG0001404	9	4
OG0001405	7	4
OG0001406	7	1
OG0001407	5	1
OG0001408	4	1
OG0001409	21	11
OG0001410	8	3
OG0001411	7	0
OG0001412	5	2
OG0001413	48	29
OG0001414	27	19
OG0001415	3	1
OG0001416	4	1
OG0001417	20	7
OG0001418	6	2
OG0001419	8	3
OG0001420	21	13
OG0001421	20	8
OG0001422	7	1
OG0001423	4	0
OG0001424	5	2
OG0001425	7	2
OG0001426	5	2
OG0001427	4	1
OG0001428	14	9
OG0001429	28	24
OG0001430	14	4
OG0001431	4	2
OG0001432	12	4
OG0001433	27	25
OG0001434	3	1
OG0001435	4	1
OG0001436	16	11
OG0001437	9	2
OG0001438	7	4
OG0001439	17	10
OG0001440	5	2
OG0001441	6	3
OG0001442	8	1
OG0001443	2	0
OG0001444	12	3
OG0001445	18	6
OG0001446	22	13
OG0001447	3	3
OG0001448	68	36
OG0001449	7	3
OG0001450	8	0
OG0001451	73	50
OG0001452	14	6
OG0001453	1	0
OG0001454	5	0
OG0001455	6	3
OG0001456	8	1
OG0001457	7	3
OG0001458	10	5
OG0001459	7	1
OG0001460	4	1
OG0001461	4	2
OG0001462	73	53
OG0001463	8	3
OG0001464	10	3
OG0001465	5	2
OG0001466	14	4
OG0001467	12	4
OG0001468	25	19
OG0001469	31	27
OG0001470	3	2
OG0001471	15	10
OG0001472	5	1
OG0001473	3	0
OG0001474	11	1
OG0001475	7	5
OG0001476	10	5
OG0001477	13	1
OG0001478	9	4
OG0001479	24	11
OG0001480	4	3
OG0001481	34	13
OG0001482	16	12
OG0001483	8	1
OG0001484	8	2
OG0001485	9	4
OG0001486	19	13
OG0001487	6	1
OG0001488	29	18
OG0001489	15	8
OG0001490	15	9
OG0001491	3	1
OG0001492	5	2
OG0001493	10	3
OG0001494	8	0
OG0001495	5	3
OG0001496	18	6
OG0001497	10	5
OG0001498	6	0
OG0001499	17	8
OG0001500	24	18
OG0001501	22	11
OG0001502	1	1
OG0001503	2	1
OG0001504	8	2
OG0001505	5	1
OG0001506	7	2
OG0001507	19	10
OG0001508	11	4
OG0001509	15	4
OG0001510	12	6
OG0001511	3	0
OG0001512	5	1
OG0001513	7	2
OG0001514	79	55
OG0001515	17	7
OG0001516	8	1
OG0001517	27	26
OG0001518	19	14
OG0001519	7	2
OG0001520	13	5
OG0001521	29	26
OG0001522	14	3
OG0001523	10	3
OG0001524	7	3
OG0001525	8	4
OG0001526	6	2
OG0001527	14	6
OG0001528	17	9
OG0001529	15	7
OG0001530	2	2
OG0001531	16	5
OG0001532	22	11
OG0001533	9	6
OG0001534	14	2
OG0001535	17	14
OG0001536	7	2
OG0001537	2	0
OG0001538	17	12
OG0001539	6	0
OG0001540	11	3
OG0001541	13	10
OG0001542	3	0
OG0001543	7	1
OG0001544	8	0
OG0001545	5	2
OG0001546	9	0
OG0001547	4	3
OG0001548	9	3
OG0001549	27	25
OG0001550	8	2
OG0001551	9	0
OG0001552	7	1
OG0001553	3	0
OG0001554	16	11
OG0001555	20	11
OG0001556	14	9
OG0001557	3	0
OG0001558	5	1
OG0001559	18	6
OG0001560	8	0
OG0001561	15	7
OG0001562	8	0
OG0001563	13	4
OG0001564	12	1
OG0001565	27	8
OG0001566	4	2
OG0001567	6	4
OG0001568	19	8
OG0001569	7	4
OG0001570	3	1
OG0001571	2	0
OG0001572	7	2
OG0001573	5	0
OG0001574	13	8
OG0001575	12	5
OG0001576	4	2
OG0001577	6	2
OG0001578	6	2
OG0001579	6	5
OG0001580	4	4
OG0001581	42	35
OG0001582	8	5
OG0001583	14	5
OG0001584	4	2
OG0001585	4	0
OG0001586	4	1
OG0001587	6	2
OG0001588	6	2
OG0001589	7	4
OG0001590	12	1
OG0001591	3	0
OG0001592	5	2
OG0001593	4	3
OG0001594	6	1
OG0001595	11	7
OG0001596	12	5
OG0001597	5	1
OG0001598	6	2
OG0001599	15	5
OG0001600	18	12
OG0001601	9	3
OG0001602	6	1
OG0001603	15	6
OG0001604	8	3
OG0001605	46	26
OG0001606	1	0
OG0001607	22	9
OG0001608	8	3
OG0001609	5	2
OG0001610	2	1
OG0001611	9	5
OG0001612	2	0
OG0001613	15	13
OG0001614	12	6
OG0001615	7	2
OG0001616	3	2
OG0001617	6	4
OG0001618	13	2
OG0001619	11	1
OG0001620	4	1
OG0001621	5	2
OG0001622	6	2
OG0001623	39	21
OG0001624	6	2
OG0001625	10	0
OG0001626	13	6
OG0001627	3	1
OG0001628	26	17
OG0001629	22	16
OG0001630	17	7
OG0001631	6	3
OG0001632	17	5
OG0001633	7	3
OG0001634	4	4
OG0001635	8	3
OG0001636	15	6
OG0001637	2	0
OG0001638	17	11
OG0001639	31	13
OG0001640	3	3
OG0001641	8	3
OG0001642	5	0
OG0001643	19	17
OG0001644	2	0
OG0001645	4	0
OG0001646	22	11
OG0001647	1	1
OG0001648	18	16
OG0001649	10	4
OG0001650	16	10
OG0001651	19	10
OG0001652	10	4
OG0001653	14	8
OG0001654	15	6
OG0001655	3	0
OG0001656	9	7
OG0001657	5	1
OG0001658	15	9
OG0001659	3	1
OG0001660	20	7
OG0001661	5	0
OG0001662	5	1
OG0001663	6	2
OG0001664	2	0
OG0001665	3	2
OG0001666	7	3
OG0001667	22	13
OG0001668	4	0
OG0001669	6	0
OG0001670	6	3
OG0001671	9	5
OG0001672	10	5
OG0001673	5	2
OG0001674	4	0
OG0001675	12	6
OG0001676	15	6
OG0001677	2	0
OG0001678	4	0
OG0001679	8	2
OG0001680	1	1
OG0001681	7	3
OG0001682	16	5
OG0001683	29	12
OG0001684	8	5
OG0001685	3	0
OG0001686	9	2
OG0001687	20	11
OG0001688	2	1
OG0001689	5	4
OG0001690	6	2
OG0001691	4	0
OG0001692	16	14
OG0001693	4	3
OG0001694	3	0
OG0001695	6	0
OG0001696	2	0
OG0001697	9	5
OG0001698	5	0
OG0001699	15	8
OG0001700	7	3
OG0001701	8	2
OG0001702	10	6
OG0001703	2	0
OG0001704	3	0
OG0001705	8	5
OG0001706	10	6
OG0001707	33	23
OG0001708	7	1
OG0001709	15	7
OG0001710	10	4
OG0001711	19	19
OG0001712	3	0
OG0001713	3	2
OG0001714	4	0
OG0001715	6	4
OG0001716	7	3
OG0001717	4	1
OG0001718	14	12
OG0001719	6	3
OG0001720	5	1
OG0001721	6	2
OG0001722	2	0
OG0001723	5	1
OG0001724	4	1
OG0001725	5	2
OG0001726	7	4
OG0001727	2	1
OG0001728	11	5
OG0001729	5	3
OG0001730	7	0
OG0001731	9	1
OG0001732	27	14
OG0001733	2	1
OG0001734	5	1
OG0001735	9	1
OG0001736	44	27
OG0001737	5	0
OG0001738	13	6
OG0001739	17	3
OG0001740	16	6
OG0001741	9	7
OG0001742	6	2
OG0001743	2	0
OG0001744	15	11
OG0001745	10	7
OG0001746	4	2
OG0001747	3	0
OG0001748	12	6
OG0001749	7	2
OG0001750	3	1
OG0001751	6	2
OG0001752	3	0
OG0001753	7	4
OG0001754	8	4
OG0001755	16	7
OG0001756	3	0
OG0001757	6	4
OG0001758	15	3
OG0001759	6	5
OG0001760	8	4
OG0001761	7	6
OG0001762	2	0
OG0001763	4	2
OG0001764	10	5
OG0001765	5	1
OG0001766	6	4
OG0001767	2	0
OG0001768	9	4
OG0001769	29	24
OG0001770	8	6
OG0001771	20	18
OG0001772	3	2
OG0001773	8	0
OG0001774	5	3
OG0001775	6	2
OG0001776	14	6
OG0001777	9	6
OG0001778	9	3
OG0001779	2	1
OG0001780	4	2
OG0001781	15	14
OG0001782	6	0
OG0001783	3	2
OG0001784	8	2
OG0001785	13	4
OG0001786	5	1
OG0001787	7	2
OG0001788	9	1
OG0001789	22	11
OG0001790	4	0
OG0001791	3	1
OG0001792	13	0
OG0001793	12	3
OG0001794	17	7
OG0001795	7	2
OG0001796	6	1
OG0001797	10	7
OG0001798	8	2
OG0001799	5	2
OG0001800	11	3
OG0001801	5	5
OG0001802	1	0
OG0001803	8	1
OG0001804	18	17
OG0001805	15	13
OG0001806	7	4
OG0001807	1	0
OG0001808	12	10
OG0001809	3	0
OG0001810	10	9
OG0001811	10	0
OG0001812	6	2
OG0001813	12	1
OG0001814	5	0
OG0001815	4	1
OG0001816	7	3
OG0001817	19	7
OG0001818	2	0
OG0001819	2	1
OG0001820	35	17
OG0001821	2	2
OG0001822	7	3
OG0001823	4	0
OG0001824	12	3
OG0001825	9	3
OG0001826	5	1
OG0001827	9	1
OG0001828	6	2
OG0001829	7	5
OG0001830	16	8
OG0001831	1	0
OG0001832	31	22
OG0001833	4	1
OG0001834	16	10
OG0001835	8	7
OG0001836	5	0
OG0001837	5	2
OG0001838	28	21
OG0001839	34	22
OG0001840	42	25
OG0001841	5	1
OG0001842	13	5
OG0001843	10	2
OG0001844	5	3
OG0001845	8	5
OG0001846	2	0
OG0001847	17	16
OG0001848	5	2
OG0001849	5	0
OG0001850	5	1
OG0001851	9	4
OG0001852	7	6
OG0001853	5	0
OG0001854	10	4
OG0001855	5	4
OG0001856	12	10
OG0001857	6	1
OG0001858	1	0
OG0001859	3	2
OG0001860	5	0
OG0001861	13	9
OG0001862	6	4
OG0001863	11	8
OG0001864	1	0
OG0001865	16	15
OG0001866	14	12
OG0001867	1	0
OG0001868	22	14
OG0001869	15	12
OG0001870	5	1
OG0001871	1	0
OG0001872	3	1
OG0001873	8	6
OG0001874	6	1
OG0001875	10	10
OG0001876	9	3
OG0001877	10	6
OG0001878	14	6
OG0001879	8	2
OG0001880	10	6
OG0001881	3	2
OG0001882	2	1
OG0001883	6	1
OG0001884	16	7
OG0001885	5	5
OG0001886	6	2
OG0001887	3	3
OG0001888	15	5
OG0001889	5	1
OG0001890	6	3
OG0001891	5	3
OG0001892	5	2
OG0001893	3	1
OG0001894	17	17
OG0001895	10	5
OG0001896	3	1
OG0001897	14	9
OG0001898	6	3
OG0001899	14	13
OG0001900	7	7
OG0001901	12	3
OG0001902	28	10
OG0001903	3	0
OG0001904	14	8
OG0001905	12	4
OG0001906	9	3
OG0001907	10	5
OG0001908	2	1
OG0001909	5	2
OG0001910	6	3
OG0001911	3	0
OG0001912	5	3
OG0001913	13	8
OG0001914	4	0
OG0001915	2	0
OG0001916	3	1
OG0001917	6	1
OG0001918	6	2
OG0001919	6	2
OG0001920	4	2
OG0001921	19	8
OG0001922	4	1
OG0001923	9	2
OG0001924	13	12
OG0001925	2	1
OG0001926	4	0
OG0001927	11	8
OG0001928	11	9
OG0001929	10	9
OG0001930	12	4
OG0001931	8	4
OG0001932	19	7
OG0001933	11	4
OG0001934	14	13
OG0001935	3	0
OG0001936	7	1
OG0001937	8	4
OG0001938	2	1
OG0001939	3	1
OG0001940	8	3
OG0001941	14	5
OG0001942	11	5
OG0001943	1	0
OG0001944	9	6
OG0001945	4	1
OG0001946	5	5
OG0001947	5	4
OG0001948	5	2
OG0001949	9	5
OG0001950	2	1
OG0001951	15	10
OG0001952	10	8
OG0001953	3	2
OG0001954	10	8
OG0001955	3	0
OG0001956	4	1
OG0001957	5	2
OG0001958	3	1
OG0001959	11	11
OG0001960	4	1
OG0001961	1	0
OG0001962	4	4
OG0001963	11	10
OG0001964	11	11
OG0001965	7	6
OG0001966	3	0
OG0001967	4	0
OG0001968	6	3
OG0001969	7	3
OG0001970	13	9
OG0001971	5	3
OG0001972	3	1
OG0001973	3	0
OG0001974	5	2
OG0001975	10	6
OG0001976	14	7
OG0001977	6	1
OG0001978	5	1
OG0001979	5	2
OG0001980	14	11
OG0001981	4	2
OG0001982	13	7
OG0001983	3	0
OG0001984	4	1
OG0001985	17	6
OG0001986	6	3
OG0001987	13	8
OG0001988	7	4
OG0001989	12	2
OG0001990	10	4
OG0001991	67	43
OG0001992	15	8
OG0001993	1	1
OG0001994	4	3
OG0001995	4	3
OG0001996	16	5
OG0001997	4	2
OG0001998	4	0
OG0001999	5	4
OG0002000	3	0
OG0002001	11	10
OG0002002	7	3
OG0002003	4	0
OG0002004	7	5
OG0002005	4	2
OG0002006	9	8
OG0002007	9	4
OG0002008	5	1
OG0002009	14	11
OG0002010	11	9
OG0002011	7	4
OG0002012	4	2
OG0002013	9	7
OG0002014	4	1
OG0002015	7	5
OG0002016	8	3
OG0002017	3	1
OG0002018	9	5
OG0002019	3	0
OG0002020	6	3
OG0002021	5	3
OG0002022	2	0
OG0002023	59	40
OG0002024	9	1
OG0002025	11	4
OG0002026	11	4
OG0002027	17	2
OG0002028	6	0
OG0002029	7	1
OG0002030	33	21
OG0002031	9	5
OG0002032	10	10
OG0002033	11	10
OG0002034	5	3
OG0002035	5	1
OG0002036	1	0
OG0002037	10	5
OG0002038	7	3
OG0002039	2	1
OG0002040	5	3
OG0002041	7	6
OG0002042	10	8
OG0002043	4	1
OG0002044	6	2
OG0002045	5	1
OG0002046	4	0
OG0002047	8	6
OG0002048	2	0
OG0002049	4	0
OG0002050	2	1
OG0002051	4	1
OG0002052	6	1
OG0002053	8	6
OG0002054	4	2
OG0002055	9	7
OG0002056	3	2
OG0002057	3	0
OG0002058	4	3
OG0002059	5	2
OG0002060	6	2
OG0002061	3	1
OG0002062	2	1
OG0002063	9	3
OG0002064	13	3
OG0002065	10	5
OG0002066	3	0
OG0002067	3	0
OG0002068	7	1
OG0002069	2	0
OG0002070	2	0
OG0002071	8	1
OG0002072	21	8
OG0002073	4	0
OG0002074	10	4
OG0002075	5	2
OG0002076	21	10
OG0002077	3	2
OG0002078	5	0
OG0002079	5	2
OG0002080	9	6
OG0002081	10	9
OG0002082	11	5
OG0002083	6	4
OG0002084	5	2
OG0002085	8	1
OG0002086	9	4
OG0002087	5	2
OG0002088	3	0
OG0002089	3	1
OG0002090	7	4
OG0002091	4	2
OG0002092	4	3
OG0002093	2	1
OG0002094	3	1
OG0002095	12	5
OG0002096	4	1
OG0002097	1	1
OG0002098	9	8
OG0002099	3	1
OG0002100	5	2
OG0002101	6	5
OG0002102	5	5
OG0002103	7	6
OG0002104	4	1
OG0002105	7	4
OG0002106	3	1
OG0002107	3	2
OG0002108	2	1
OG0002109	5	4
OG0002110	3	1
OG0002111	5	5
OG0002112	5	3
OG0002113	6	2
OG0002114	6	3
OG0002115	6	0
OG0002116	6	2
OG0002117	4	1
OG0002118	4	3
OG0002119	8	5
OG0002120	2	2
OG0002121	52	31
OG0002122	5	1
OG0002123	6	1
OG0002124	5	0
OG0002125	10	5
OG0002126	11	5
OG0002127	6	1
OG0002128	15	8
OG0002129	3	2
OG0002130	2	0
OG0002131	10	9
OG0002132	6	2
OG0002133	9	8
OG0002134	6	5
OG0002135	1	0
OG0002136	9	7
OG0002137	3	3
OG0002138	4	2
OG0002139	2	0
OG0002140	8	7
OG0002141	6	3
OG0002142	8	2
OG0002143	6	5
OG0002144	2	1
OG0002145	7	3
OG0002146	4	1
OG0002147	15	7
OG0002148	5	0
OG0002149	5	5
OG0002150	6	0
OG0002151	12	10
OG0002152	3	1
OG0002153	2	0
OG0002154	7	6
OG0002155	9	6
OG0002156	15	7
OG0002157	1	0
OG0002158	3	2
OG0002159	4	2
OG0002160	6	1
OG0002161	5	2
OG0002162	12	7
OG0002163	2	0
OG0002164	3	3
OG0002165	6	1
OG0002166	5	5
OG0002167	20	13
OG0002168	8	3
OG0002169	14	9
OG0002170	4	2
OG0002171	9	9
OG0002172	4	1
OG0002173	11	7
OG0002174	18	12
OG0002175	4	2
OG0002176	10	9
OG0002177	9	2
OG0002178	7	2
OG0002179	8	1
OG0002180	7	1
OG0002181	6	2
OG0002182	9	3
OG0002183	5	2
OG0002184	8	2
OG0002185	6	4
OG0002186	5	1
OG0002187	3	3
OG0002188	4	2
OG0002189	3	1
OG0002190	4	1
OG0002191	3	1
OG0002192	4	1
OG0002193	8	7
OG0002194	4	3
OG0002195	4	1
OG0002196	4	2
OG0002197	7	7
OG0002198	5	3
OG0002199	8	6
OG0002200	6	4
OG0002201	5	0
OG0002202	4	0
OG0002203	6	4
OG0002204	4	1
OG0002205	5	4
OG0002206	4	2
OG0002207	3	0
OG0002208	6	2
OG0002209	5	4
OG0002210	3	2
OG0002211	6	5
OG0002212	6	6
OG0002213	2	0
OG0002214	6	4
OG0002215	9	7
OG0002216	6	6
OG0002217	1	0
OG0002218	4	2
OG0002219	4	2
OG0002220	3	0
OG0002221	8	1
OG0002222	5	2
OG0002223	6	1
OG0002224	4	2
OG0002225	9	6
OG0002226	2	0
OG0002227	6	2
OG0002228	3	1
OG0002229	8	6
OG0002230	2	1
OG0002231	1	0
OG0002232	6	3
OG0002233	10	2
OG0002234	11	9
OG0002235	2	0
OG0002236	6	4
OG0002237	18	10
OG0002238	9	4
OG0002239	6	2
OG0002240	12	5
OG0002241	14	5
OG0002242	3	1
OG0002243	19	13
OG0002244	10	5
OG0002245	2	1
OG0002246	41	21
OG0002247	5	3
OG0002248	6	5
OG0002249	1	0
OG0002250	3	2
OG0002251	8	8
OG0002252	3	1
OG0002253	3	1
OG0002254	6	3
OG0002255	7	7
OG0002256	9	4
OG0002257	5	4
OG0002258	4	1
OG0002259	6	4
OG0002260	2	0
OG0002261	2	1
OG0002262	7	7
OG0002263	4	2
OG0002264	6	6
OG0002265	4	0
OG0002266	3	0
OG0002267	6	1
OG0002268	7	3
OG0002269	3	2
OG0002270	10	9
OG0002271	4	0
OG0002272	13	10
OG0002273	1	0
OG0002274	9	4
OG0002275	7	7
OG0002276	7	7
OG0002277	9	8
OG0002278	4	1
OG0002279	3	2
OG0002280	15	11
OG0002281	3	2
OG0002282	3	1
OG0002283	3	1
OG0002284	3	3
OG0002285	3	1
OG0002286	6	3
OG0002287	6	6
OG0002288	7	5
OG0002289	2	1
OG0002290	3	3
OG0002291	6	4
OG0002292	3	1
OG0002293	6	4
OG0002294	5	1
OG0002295	7	5
OG0002296	3	2
OG0002297	2	1
OG0002298	9	7
OG0002299	2	1
OG0002300	4	0
OG0002301	6	4
OG0002302	3	1
OG0002303	3	1
OG0002304	2	0
OG0002305	5	3
OG0002306	2	1
OG0002307	9	8
OG0002308	11	3
OG0002309	2	0
OG0002310	7	0
OG0002311	2	1
OG0002312	4	1
OG0002313	6	2
OG0002314	2	0
OG0002315	6	3
OG0002316	8	4
OG0002317	2	1
OG0002318	4	3
OG0002319	1	0
OG0002320	2	1
OG0002321	3	1
OG0002322	1	0
OG0002323	2	0
OG0002324	3	1
OG0002325	4	3
OG0002326	7	6
OG0002327	1	0
OG0002328	7	7
OG0002329	5	3
OG0002330	3	3
OG0002331	3	1
OG0002332	7	4
OG0002333	5	5
OG0002334	1	0
OG0002335	4	3
OG0002336	7	7
OG0002337	6	6
OG0002338	5	0
OG0002339	4	1
OG0002340	3	3
OG0002341	5	4
OG0002342	5	3
OG0002343	3	3
OG0002344	3	3
OG0002345	4	4
OG0002346	1	1
OG0002347	3	3
OG0002348	2	1
OG0002349	2	2
OG0002350	6	2
OG0002351	1	1
OG0002352	4	3
OG0002353	2	1
OG0002354	2	0
OG0002355	6	6
OG0002356	2	1
OG0002357	7	5
OG0002358	4	4
OG0002359	5	4
OG0002360	4	2
OG0002361	3	1
OG0002362	5	1
OG0002363	4	2
OG0002364	2	0
OG0002365	2	1
OG0002366	2	1
OG0002367	7	7
OG0002368	3	0
OG0002369	9	1
OG0002370	2	1
OG0002371	1	0
OG0002372	1	0
OG0002373	3	1
OG0002374	5	5
OG0002375	10	6
OG0002376	7	6
OG0002377	7	5
OG0002378	6	6
OG0002379	4	4
OG0002380	3	1
OG0002381	2	0
OG0002382	4	1
OG0002383	6	5
OG0002384	6	6
OG0002385	6	6
OG0002386	7	7
OG0002387	6	5
OG0002388	4	2
OG0002389	4	2
OG0002390	3	2
OG0002391	10	2
OG0002392	4	1
OG0002393	9	3
OG0002394	6	6
OG0002395	10	2
OG0002396	14	5
OG0002397	15	6
OG0002398	3	2
OG0002399	3	2
OG0002400	5	4
OG0002401	3	0
OG0002402	1	0
OG0002403	4	4
OG0002404	2	0
OG0002405	4	4
OG0002406	4	2
OG0002407	4	4
OG0002408	5	5
OG0002409	2	2
OG0002410	2	1
OG0002411	2	0
OG0002412	4	3
OG0002413	5	5
OG0002414	4	3
OG0002415	4	4
OG0002416	17	8
OG0002417	5	4
OG0002418	8	5
OG0002419	5	5
OG0002420	10	6
OG0002421	3	2
OG0002422	2	1
OG0002423	4	3
OG0002424	4	3
OG0002425	4	2
OG0002426	3	1
OG0002427	5	5
OG0002428	6	6
OG0002429	1	1
OG0002430	3	2
OG0002431	4	2
OG0002432	4	4
OG0002433	6	1
OG0002434	3	1
OG0002435	2	1
OG0002436	2	1
OG0002437	4	1
OG0002438	3	1
OG0002439	8	0
OG0002440	3	2
OG0002441	5	3
OG0002442	4	2
OG0002443	6	3
OG0002444	5	5
OG0002445	1	1
OG0002446	2	2
OG0002447	4	1
OG0002448	4	1
OG0002449	3	1
OG0002450	2	0
OG0002451	3	0
OG0002452	5	5
OG0002453	5	2
OG0002454	2	1
OG0002455	5	5
OG0002456	3	2
OG0002457	2	0
OG0002458	4	3
OG0002459	4	3
OG0002460	2	0
OG0002461	5	1
OG0002462	4	3
OG0002463	5	5
OG0002464	7	6
OG0002465	3	2
OG0002466	7	7
OG0002467	5	4
OG0002468	3	0
OG0002469	6	3
OG0002470	3	3
OG0002471	4	4
OG0002472	4	4
OG0002473	1	0
OG0002474	4	3
OG0002475	5	4
OG0002476	3	2
OG0002477	2	1
OG0002478	6	3
OG0002479	4	1
OG0002480	7	4
OG0002481	5	3
OG0002482	5	4
OG0002483	5	4
OG0002484	2	2
OG0002485	3	1
OG0002486	5	4
OG0002487	3	2
OG0002488	3	2
OG0002489	1	1
OG0002490	2	1
OG0002491	2	1
OG0002492	5	4
OG0002493	5	2
OG0002494	5	3
OG0002495	3	3
OG0002496	0	0
OG0002497	3	2
OG0002498	3	1
OG0002499	4	4
OG0002500	3	2
OG0002501	4	3
OG0002502	1	0
OG0002503	5	5
OG0002504	3	3
OG0002505	9	5
OG0002506	4	0
OG0002507	3	0
OG0002508	8	7
OG0002509	1	1
OG0002510	6	5
OG0002511	4	3
OG0002512	1	1
OG0002513	9	7
OG0002514	5	3
OG0002515	16	7
OG0002516	2	1
OG0002517	10	5
OG0002518	5	2
OG0002519	1	0
OG0002520	18	11
OG0002521	13	4
OG0002522	6	2
OG0002523	1	0
OG0002524	21	14
OG0002525	4	3
OG0002526	7	1
OG0002527	2	2
OG0002528	5	0
OG0002529	3	0
OG0002530	3	0
OG0002531	5	1
OG0002532	11	3
OG0002533	4	3
OG0002534	6	3
OG0002535	4	1
OG0002536	2	0
OG0002537	3	1
OG0002538	4	2
OG0002539	4	4
OG0002540	2	0
OG0002541	2	2
OG0002542	5	5
OG0002543	3	3
OG0002544	4	4
OG0002545	4	3
OG0002546	3	2
OG0002547	2	1
OG0002548	4	0
OG0002549	4	4
OG0002550	3	2
OG0002551	2	1
OG0002552	4	3
OG0002553	7	5
OG0002554	2	0
OG0002555	4	4
OG0002556	1	0
OG0002557	4	3
OG0002558	3	1
OG0002559	2	1
OG0002560	3	2
OG0002561	1	0
OG0002562	2	1
OG0002563	4	4
OG0002564	1	1
OG0002565	3	0
OG0002566	2	2
OG0002567	2	1
OG0002568	3	0
OG0002569	4	4
OG0002570	3	2
OG0002571	4	4
OG0002572	5	3
OG0002573	5	4
OG0002574	3	0
OG0002575	4	3
OG0002576	4	4
OG0002577	3	2
OG0002578	4	4
OG0002579	6	5
OG0002580	4	4
OG0002581	0	0
OG0002582	4	4
OG0002583	4	0
OG0002584	3	3
OG0002585	2	2
OG0002586	3	3
OG0002587	12	5
OG0002588	1	0
OG0002589	9	3
OG0002590	2	2
OG0002591	3	2
OG0002592	3	0
OG0002593	4	4
OG0002594	2	1
OG0002595	3	2
OG0002596	3	1
OG0002597	3	2
OG0002598	2	2
OG0002599	6	4
OG0002600	4	4
OG0002601	3	1
OG0002602	9	2
OG0002603	4	3
OG0002604	3	3
OG0002605	5	5
OG0002606	3	3
OG0002607	4	4
OG0002608	3	2
OG0002609	13	13
OG0002610	1	0
OG0002611	4	3
OG0002612	3	3
OG0002613	4	4
OG0002614	2	0
OG0002615	4	3
OG0002616	2	1
OG0002617	6	3
OG0002618	4	3
OG0002619	6	5
OG0002620	5	1
OG0002621	1	1
OG0002622	3	2
OG0002623	4	4
OG0002624	5	5
OG0002625	1	1
OG0002626	3	1
OG0002627	4	4
OG0002628	3	1
OG0002629	1	1
OG0002630	3	1
OG0002631	6	6
OG0002632	1	0
OG0002633	4	3
OG0002634	4	3
OG0002635	3	2
OG0002636	5	3
OG0002637	4	3
OG0002638	2	0
OG0002639	3	1
OG0002640	2	1
OG0002641	5	5
OG0002642	35	15
OG0002643	19	12
OG0002644	6	1
OG0002645	18	10
OG0002646	6	2
OG0002647	19	8
OG0002648	10	3
OG0002649	4	4
OG0002650	8	3
OG0002651	5	1
OG0002652	7	2
OG0002653	9	5
OG0002654	7	2
OG0002655	9	2
OG0002656	85	70
OG0002657	7	1
OG0002658	3	0
OG0002659	3	3
OG0002660	3	3
OG0002661	3	3
OG0002662	1	0
OG0002663	5	4
OG0002664	3	2
OG0002665	2	1
OG0002666	1	1
OG0002667	3	1
OG0002668	1	0
OG0002669	2	1
OG0002670	3	1
OG0002671	3	3
OG0002672	1	0
OG0002673	6	5
OG0002674	6	2
OG0002675	4	4
OG0002676	1	1
OG0002677	2	2
OG0002678	3	3
OG0002679	4	2
OG0002680	1	0
OG0002681	4	4
OG0002682	1	1
OG0002683	3	1
OG0002684	2	2
OG0002685	2	2
OG0002686	2	1
OG0002687	2	1
OG0002688	3	3
OG0002689	2	0
OG0002690	4	4
OG0002691	9	5
OG0002692	1	1
OG0002693	1	0
OG0002694	3	3
OG0002695	2	2
OG0002696	3	2
OG0002697	3	3
OG0002698	3	2
OG0002699	2	0
OG0002700	3	1
OG0002701	2	1
OG0002702	3	3
OG0002703	1	0
OG0002704	3	1
OG0002705	4	4
OG0002706	1	1
OG0002707	3	3
OG0002708	3	3
OG0002709	2	2
OG0002710	4	3
OG0002711	1	1
OG0002712	3	3
OG0002713	1	0
OG0002714	4	4
OG0002715	3	0
OG0002716	3	2
OG0002717	3	1
OG0002718	8	6
OG0002719	5	2
OG0002720	6	5
OG0002721	2	2
OG0002722	3	0
OG0002723	3	2
OG0002724	1	0
OG0002725	1	1
OG0002726	7	4
OG0002727	3	2
OG0002728	3	2
OG0002729	2	2
OG0002730	1	1
OG0002731	1	0
OG0002732	2	2
OG0002733	14	4
OG0002734	3	1
OG0002735	1	0
OG0002736	3	2
OG0002737	4	3
OG0002738	3	3
OG0002739	3	3
OG0002740	5	5
OG0002741	3	3
OG0002742	2	1
OG0002743	3	0
OG0002744	3	3
OG0002745	4	4
OG0002746	3	1
OG0002747	2	0
OG0002748	4	1
OG0002749	3	3
OG0002750	2	2
OG0002751	1	0
OG0002752	5	5
OG0002753	2	2
OG0002754	2	1
OG0002755	3	3
OG0002756	3	2
OG0002757	4	4
OG0002758	4	3
OG0002759	3	2
OG0002760	4	3
OG0002761	1	1
OG0002762	3	2
OG0002763	3	3
OG0002764	2	2
OG0002765	2	1
OG0002766	16	5
OG0002767	1	0
OG0002768	3	3
OG0002769	3	2
OG0002770	3	3
OG0002771	3	3
OG0002772	2	1
OG0002773	4	4
OG0002774	3	3
OG0002775	3	3
OG0002776	2	2
OG0002777	1	0
OG0002778	3	2
OG0002779	3	2
OG0002780	3	3
OG0002781	3	0
OG0002782	3	1
OG0002783	1	1
OG0002784	4	3
OG0002785	6	6
OG0002786	3	3
OG0002787	3	2
OG0002788	3	0
OG0002789	6	5
OG0002790	2	2
OG0002791	4	0
